1.collectionobject.catalogNumber,"1,10.collectingevent.startDateNumericYear","1,10.collectingevent.startDate","1,9-determinations.collectionobject.determinations","1,10,30-collectors.collectingevent.collectors","1,10,30-collectors,5.agent.abbreviation","1,9-determinations,5-determiner.determination.determiner","1,9-determinations.determination.determinedDate","1,10,2.locality.localityName","1,10,2.collectingevent.locality","1,10,2,3.locality.geography","1,111-collectionobjectattachments,41.attachment.attachmentLocation"
815787,1879,14/07/1879,Calamagrostis langsdorffii (current) ,"Kornerup, A.",,,,"Ungôriarfik, Nordre Strømfjord.","Ungôriarfik, Nordre Strømfjord.; Greenland",Greenland,sp6263770896542617839.att.jpg
815788,1879,14/07/1879,Calamagrostis langsdorffii (current) ,"Kornerup, A.",,,,"Ungôriarfik, Nordre Strømfjord.","Ungôriarfik, Nordre Strømfjord.; Greenland",Greenland,sp66299117214805730888.att.jpg
815794,1932,16/07/1932,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Sydostbugten: Udstedet* Akugdlît ved Bredden af en lille Só.,Vest-Grønland. Sydostbugten: Udstedet* Akugdlît ved Bredden af en lille Só.; Greenland,Greenland,sp61196229642110509624.att.jpg
815795,1932,16/08/1932,Calamagrostis langsdorffii (current) ,"Porsild, Morten",,,,Akugdlît. Groenl. Occid.,Akugdlît. Groenl. Occid.; Greenland,Greenland,sp66578988947521076168.att.jpg
815797,1918,18/08/1918,Calamagrostis langsdorffii (current) ,E. & M. P. P.,,,,"Qeqertarssuatsiaq, Sydsiden.","Qeqertarssuatsiaq, Sydsiden.; Greenland",Greenland,sp69162983737735556058.att.jpg
815802,1918,01/08/1918,Calamagrostis langsdorffii (current) ,E. & M. P. P.,,,,Kangerdluarssuk v. Agto.,Kangerdluarssuk v. Agto.; Greenland,Greenland,sp68185415794056429757.att.jpg
815803,1924,30/07/1924,Calamagrostis langsdorffii (current) ,"Porsild, A.",,,,"Groenl. Occid. Egedesmindes Syddistrikt, Agto Ø.","Groenl. Occid. Egedesmindes Syddistrikt, Agto Ø.; Greenland",Greenland,sp64215909499526994657.att.jpg
815804,1897,08/08/1897,Calamagrostis langsdorffii (current) ,"Kruuse, C.",,,,Groenl. occid.: Tugtolik.,Groenl. occid.: Tugtolik.; Greenland,Greenland,sp67811512778324842203.att.jpg
815805,1897,07/08/1897,Calamagrostis langsdorffii (current) ,"Kruuse, C.",,,,Groenl. occid.: Rifkol.,Groenl. occid.: Rifkol.; Greenland,Greenland,sp61915024595841107936.att.jpg
815806,1897,21/08/1897,Calamagrostis langsdorffii (current) ,"Kruuse, C.",,,,Groenl. occid.: Portusût.,Groenl. occid.: Portusût.; Greenland,Greenland,sp6256546317712764468.att.jpg
815807,1902,03/09/1902,Calamagrostis langsdorffii (current) ,"Porsild, Morten",,,,Groenl. Occident.; Ved et Vandlot Egedesminde Ø.,Groenl. Occident.; Ved et Vandlot Egedesminde Ø.; Greenland,Greenland,sp67732882935583812473.att.jpg
815813,1898,07/1898,Calamagrostis langsdorffii (current) ,"Sørensen, P.H.",,,,Jakobshavn.,Jakobshavn.; Greenland,Greenland,sp630206527795188957.att.jpg
815814,1929,13/08/1929,Calamagrostis langsdorffii (current) ,"Porsild, R.T.",,,,"Vest-Grønl. S. Disko, Nûk, Ø. f. Marraq.","Vest-Grønl. S. Disko, Nûk, Ø. f. Marraq.; Greenland",Greenland,sp61996616152166487908.att.jpg
815817,1915,02/08/1915,Calamagrostis langsdorffii (current) ,"Porsild, Morten",,,,"Pâkitsok-Fjord. Berggrens Havn"".""","Pâkitsok-Fjord. Berggrens Havn"".""; Greenland",Greenland,sp6378359898878158242.att.jpg
815825,1855,1855,Calamagrostis langsdorffii (current) ,"Tietzen, M.",,,,Lichtenfels.,Lichtenfels.; Greenland,Greenland,sp67024842849693697808.att.jpg
815863,1925,02/07/1925,Calamagrostis langsdorffii (current) ,"Ødum, H.",,,,Godthaab,Godthaab; Greenland,Greenland,sp63759544120468607883.att.jpg
815883,1902,03/09/1902,Calamagrostis langsdorffii (current) ,"Porsild, Morten",,,,Groenl. Occident.; Ved et Vandlot Egedesminde Ø.,Groenl. Occident.; Ved et Vandlot Egedesminde Ø.; Greenland,Greenland,sp63490424556660564724.att.jpg
815896,1932,11/09/1932,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Vest-Grønland. Holsteinsborg. Slugt mellem klipper, trót*.","Vest-Grønland. Holsteinsborg. Slugt mellem klipper, trót*.; Greenland",Greenland,sp66875175481222482122.att.jpg
815897,1914,31/07/1914,Calamagrostis langsdorffii (current) ,"Porsild, Morten",,,,Ikertoq-Fjord. Maligiaq.,Ikertoq-Fjord. Maligiaq.; Greenland,Greenland,sp63548840618496973336.att.jpg
815923,1932,16/08/1932,Calamagrostis langsdorffii (current) ,"Porsild, Morten",,,,Akugdleq. Groenl. Occid.,Akugdleq. Groenl. Occid.; Greenland,Greenland,sp64254557317014198583.att.jpg
815925,1884,06/08/1884,Calamagrostis langsdorffii (current) ,"Warming et al., Eug.",,,,V. Gr. Holsteinsborg. Fylla's.,V. Gr. Holsteinsborg. Fylla's.; Greenland,Greenland,sp63504347322219820817.att.jpg
815926,1884,02/08/1884,Calamagrostis langsdorffii (current) ,"Warming et al., Eug.",,,,V. Gr. Præstefjeldet v. Holsteinsborg.,V. Gr. Præstefjeldet v. Holsteinsborg.; Greenland,Greenland,sp65422447999848314331.att.jpg
815928,1871,01/08/1871,Calamagrostis langsdorffii (current) ,"Fries, Th.",,,,Groenlandia meridion.: Holsteinborg.,Groenlandia meridion.: Holsteinborg.; Greenland,Greenland,sp66630490337132993083.att.jpg
815934,1937,30/07/1937,Calamagrostis confinis (current) ,"Polunin, Nicholas",,,,Between heads of Agdluitsoq & Igaliko Fjords.,Between heads of Agdluitsoq & Igaliko Fjords.; Greenland,Greenland,sp65814006942999196164.att.jpg
815937,1937,15/08/1937,Calamagrostis confinis (current) ,"Polunin, Nicholas",,,,JULIANEHAAB DISTRIKT. Qagssiarssuk in Tunugdliarfik Fjord.,JULIANEHAAB DISTRIKT. Qagssiarssuk in Tunugdliarfik Fjord.; Greenland,Greenland,sp67855794318384806640.att.jpg
815938,1937,20/08/1937,Calamagrostis confinis (current) ,"Polunin, Nicholas",,,,Kiagtût.,Kiagtût.; Greenland,Greenland,sp65688929188362352626.att.jpg
815939,1937,04/08/1937,Calamagrostis confinis (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Gl. Qagssiarssuk.,Julianehaab Distrikt. Gl. Qagssiarssuk.; Greenland,Greenland,sp63396575284311767495.att.jpg
815949,1937,10/08/1937,Calamagrostis confinis (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Igaliko.,Julianehaab Distrikt. Igaliko.; Greenland,Greenland,sp6180414865012951768.att.jpg
815950,1925,27/07/1925,Calamagrostis hyperborea (current) ,"Porsild, A.",,,,"Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.","Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.; Greenland",Greenland,sp61395011344490928118.att.jpg
815952,1925,27/07/1925,Calamagrostis hyperborea (current) ,"Porsild, A.",,,,"Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.","Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.; Greenland",Greenland,sp61599308150645937944.att.jpg
815954,1888,16/08/1888,Calamagrostis hyperborea (current) ,"Rosenvinge, L.",,,,Elvdalen Kingua: Tunugdliarfik.,Elvdalen Kingua: Tunugdliarfik.; Greenland,Greenland,sp66187220365666708873.att.jpg
815956,1937,31/08/1937,Calamagrostis hyperborea (current) ,"Grøntved, Johs.",,,,"Julianehaab, ved Søen.","Julianehaab, ved Søen.; Greenland",Greenland,sp64578401885584155909.att.jpg
815957,1926,1926,Calamagrostis hyperborea (current) ,"Jessen, Kn.",,,,"Igaliko, Analyse 10.","Igaliko, Analyse 10.; Greenland",Greenland,sp62277992702426190999.att.jpg
815966,1828,1828,Calamagrostis hyperborea (current) ,"Vahl, J.",,,,Serpalik. In Locis palu dosis Igaliko.,Serpalik. In Locis palu dosis Igaliko.; Greenland,Greenland,sp65506530286309855381.att.jpg
815967,1828,08/1828,Calamagrostis hyperborea (current) ,"Vahl, J.",,,,Igaliko.,Igaliko.; Greenland,Greenland,sp64393723728720999182.att.jpg
815969,1828,08/1828,Calamagrostis hyperborea (current) ,"Vahl, J.",,,,Igaliko.,Igaliko.; Greenland,Greenland,sp61936355468807236192.att.jpg
815971,1937,25/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Kakortok, Høsletøen (hyppig). Kanisut Halvóen.","Kakortok, Høsletøen (hyppig). Kanisut Halvóen.; Greenland",Greenland,sp61408308883131193088.att.jpg
815972,1937,10/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Eqaluit i Igaliko Fj.,Eqaluit i Igaliko Fj.; Greenland,Greenland,sp6558651831996032818.att.jpg
815973,1937,10/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Eqaluit i Igaliko Fj.,Eqaluit i Igaliko Fj.; Greenland,Greenland,sp66225851097682565366.att.jpg
815974,1937,09/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Eqaluit langs Elven. Igaliko Fjord.,Eqaluit langs Elven. Igaliko Fjord.; Greenland,Greenland,sp66361423110683191319.att.jpg
815975,1937,10/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Eqaluit i Igaliko Fj.,Eqaluit i Igaliko Fj.; Greenland,Greenland,sp6741261655865725518.att.jpg
815976,1937,09/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Eqaluit langs Elven. Igaliko Fjord.,Eqaluit langs Elven. Igaliko Fjord.; Greenland,Greenland,sp62877285200809800627.att.jpg
815977,1937,22/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Qagdlimiut, i Krat.","Qagdlimiut, i Krat.; Greenland",Greenland,sp62854794269993841849.att.jpg
815978,1937,14/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,I Mo.Sletten. Agdluitsoq Fj.,I Mo.Sletten. Agdluitsoq Fj.; Greenland,Greenland,sp63800369662462943994.att.jpg
815979,1937,19/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Sletten, Moen ved Udstedet.","Sletten, Moen ved Udstedet.; Greenland",Greenland,sp65787629252408212455.att.jpg
815980,1937,22/07/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Qingua i Tunugdliarfik Fj.,Qingua i Tunugdliarfik Fj.; Greenland,Greenland,sp66716157389810460303.att.jpg
815981,1937,07/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Sârdloq.,Sârdloq.; Greenland,Greenland,sp6928729603000550659.att.jpg
815982,1937,19/07/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Sermilik, Skrænt ved Nordboruinen. Sermilik Fjord.","Sermilik, Skrænt ved Nordboruinen. Sermilik Fjord.; Greenland",Greenland,sp64895096505233506788.att.jpg
815983,1925,23/08/1925,Calamagrostis langsdorffii (current) ,"Christensen, K.",,,,"Ø. Groenl. orient, Lindenows Fjord, Igdlokasik.","Ø. Groenl. orient, Lindenows Fjord, Igdlokasik.; Greenland",Greenland,sp67810758374281356906.att.jpg
815984,1932,12/09/1932,Calamagrostis langsdorffii (current) ,"Bøgvad, Rich",,,,"Sydøst-Grønland. Lindenowfjordens Bund, Nordsiden.","Sydøst-Grønland. Lindenowfjordens Bund, Nordsiden.; Greenland",Greenland,sp61590691180528172999.att.jpg
815986,1932,04/09/1932,Calamagrostis langsdorffii (current) ,"Bøgvad, Rich",,,,Sydøst-Grønland. Sydkysten af Kanusek s.v.f. Anikitot.,Sydøst-Grønland. Sydkysten af Kanusek s.v.f. Anikitot.; Greenland,Greenland,sp61867381996972795743.att.jpg
815987,1932,18/09/1932,Calamagrostis langsdorffii (current) ,"Bøgvad, Rich",,,,Sydøst-Grønland. V.f.Aluk.,Sydøst-Grønland. V.f.Aluk.; Greenland,Greenland,sp6149575898598697061.att.jpg
815988,1932,1932,Calamagrostis langsdorffii (current) ,"Bøgvad, Rich",,,,"Sydøst-Grønland. Narssaq, Lindenows Fjord.","Sydøst-Grønland. Narssaq, Lindenows Fjord.; Greenland",Greenland,sp63763691882970961979.att.jpg
815989,1932,13/10/1932,Calamagrostis langsdorffii (current) ,"Bøgvad, Rich",,,,"Sydøst-Grønland. Ikerasarsuk, lidt n.f.Nanortalik Øen.","Sydøst-Grønland. Ikerasarsuk, lidt n.f.Nanortalik Øen.; Greenland",Greenland,sp67773874053926626339.att.jpg
815990,1932,22/09/1932,Calamagrostis langsdorffii (current) ,"Bøgvad, Rich",,,,Sydøst-Grønland. Igdlorssuit.,Sydøst-Grønland. Igdlorssuit.; Greenland,Greenland,sp62358216282318296758.att.jpg
815993,1932,14/07/1932,Calamagrostis langsdorffii (current) ,"Hatt, G.",,,,"Groenl. occ. at Tunugdliarfik meadow at the lake Lögnesöen"".""","Groenl. occ. at Tunugdliarfik meadow at the lake Lögnesöen"".""; Greenland",Greenland,sp66327499869516508507.att.jpg
815994,1929,31/07/1929,Calamagrostis langsdorffii (current) ,"Mørch, E.",,,,Itivdleq.,Itivdleq.; Greenland,Greenland,sp65747769438362021000.att.jpg
815995,1929,10/08/1929,Calamagrostis langsdorffii (current) ,"Mørch, E.",,,,Nunaseruasak.,Nunaseruasak.; Greenland,Greenland,sp63675709696764846658.att.jpg
815996,1929,23/08/1929,Calamagrostis langsdorffii (current) ,"Mørch, E.",,,,Igdlorssuit.,Igdlorssuit.; Greenland,Greenland,sp64687221107438093328.att.jpg
815997,1926,12/08/1926,Calamagrostis canadensis var. scabra (current) ,"Jessen, Kn.",,,,Mose Nr.6 Igaliko.,Mose Nr.6 Igaliko.; Greenland,Greenland,sp64411089255901507219.att.jpg
815998,1926,12/08/1926,Calamagrostis canadensis var. scabra (current) ,"Jessen, Kn.",,,,Igaliko. Engen V. for Mose 5.,Igaliko. Engen V. for Mose 5.; Greenland,Greenland,sp65745371294799553297.att.jpg
816004,1937,22/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Amitsuarssuk cc Agdluitsoq Fjord.,Amitsuarssuk cc Agdluitsoq Fjord.; Greenland,Greenland,sp64634269178039258802.att.jpg
816005,1937,27/07/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Qagssiarssuk (Føhnpaavirket). Tunugdliarfik Fjord.,Qagssiarssuk (Føhnpaavirket). Tunugdliarfik Fjord.; Greenland,Greenland,sp62677355227903432967.att.jpg
816006,1937,29/07/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,I Pilekrat Bunden af Tassiusaq. Sermilik Fjord.,I Pilekrat Bunden af Tassiusaq. Sermilik Fjord.; Greenland,Greenland,sp61824122945274568597.att.jpg
816007,1937,26/07/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Qagssiarssuk i Mose ved Elven oven for Tunugdliarfik Fjord.,Qagssiarssuk i Mose ved Elven oven for Tunugdliarfik Fjord.; Greenland,Greenland,sp62445096612956152632.att.jpg
816008,1937,26/07/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Qagssiarssuk, i Mose ved Elvløbet oven for Qagssiarssuk. Tunugdliarfik Fjord.","Qagssiarssuk, i Mose ved Elvløbet oven for Qagssiarssuk. Tunugdliarfik Fjord.; Greenland",Greenland,sp66025019246159144781.att.jpg
816012,1899,03/08/1899,Calamagrostis langsdorffii (current) ,Lindhard,,,,Ivigtuts Dal.,Ivigtuts Dal.; Greenland,Greenland,sp67458984071198401212.att.jpg
816013,1899,09/09/1899,Calamagrostis langsdorffii (current) ,Lindhard,,,,Ved Arsuk Fjordens Isblink.,Ved Arsuk Fjordens Isblink.; Greenland,Greenland,sp66328993207166476440.att.jpg
816015,1933,20/07/1933,Calamagrostis langsdorffii (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp66699038445933984662.att.jpg
816016,1933,20/07/1933,Calamagrostis langsdorffii (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp68534515715504110247.att.jpg
816017,1923,23/07/1923,Calamagrostis langsdorffii (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp6105574217275999178.att.jpg
816037,1924,19/07/1924,Calamagrostis langsdorffii (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp65302494500741294935.att.jpg
816046,1937,16/09/1937,Calamagrostis langsdorffii (current) ,"Mørch, E.",,,,"Bjørnedal, Ivigtut.","Bjørnedal, Ivigtut.; Greenland",Greenland,sp6311464741204613995.att.jpg
816047,1937,11/09/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Eqaluit v. Arsuk. Frederikshaab Distr.,Eqaluit v. Arsuk. Frederikshaab Distr.; Greenland,Greenland,sp68099698868168863436.att.jpg
816124,1931,07/09/1931,Calamagrostis langsdorffii (current) ,"Tornøe, J.",,,,Aust-Grønland. Smalfjorden: Mortensberg.,Aust-Grønland. Smalfjorden: Mortensberg.; Greenland,Greenland,sp63784693815426765579.att.jpg
816141,1929,07/08/1929,Arctagrostis latifolia (current) ,"Vaage, Jakob",,,,East-Greenland. Trailloya: Veganeset.,East-Greenland. Trailloya: Veganeset.; Greenland,Greenland,sp65123106753936781414.att.jpg
816143,1932,08/1932,Arctagrostis latifolia (current) ,"Køie, M.",,,,East-Greenland. Sump ved Nordfjord Bistution Strindberg Halvo.*,East-Greenland. Sump ved Nordfjord Bistution Strindberg Halvo.*; Greenland,Greenland,sp62039705124383275023.att.jpg
816144,1932,30/07/1932,Arctagrostis latifolia (current) ,"Sørensen, Thorv.",,,,Ymer Ø. Botanikerkuyte.*,Ymer Ø. Botanikerkuyte.*; Greenland,Greenland,sp67082875330733834044.att.jpg
816145,1931,12/08/1931,Arctagrostis latifolia (current) ,"Sørensen, Thorv.",,,,Struidbergs Halvø. Nordfjord.,Struidbergs Halvø. Nordfjord.; Greenland,Greenland,sp64914313687929826405.att.jpg
816146,1931,17/09/1931,Arctagrostis latifolia (current) ,"Sørensen, Thorv.",,,,East-Greenland. Lyell Land Kap Hedlund. Tlydejord's. Myr.*,East-Greenland. Lyell Land Kap Hedlund. Tlydejord's. Myr.*; Greenland,Greenland,sp65760791313381676169.att.jpg
816147,1932,29/07/1932,Arctagrostis latifolia (current) ,"Sørensen, Thorv.",,,,Bunden af Rohss Fjord nær strand.,Bunden af Rohss Fjord nær strand.; Greenland,Greenland,sp67659546345985828695.att.jpg
816148,1932,29/07/1932,Arctagrostis latifolia (current) ,"Sørensen, Thorv.",,,,East Greenland. At the head of Röhss Fjord.,East Greenland. At the head of Röhss Fjord.; Greenland,Greenland,sp65741350414614754583.att.jpg
816149,1930,09/08/1930,Arctagrostis latifolia (current) ,"Seidenfaden, G.",,,,"East Greenland. Mt Sederholm, Moskusoksefjord.","East Greenland. Mt Sederholm, Moskusoksefjord.; Greenland",Greenland,sp62633574431297633527.att.jpg
816154,1929,15/08/1929,Arctagrostis latifolia (current) ,"Seidenfaden, G.",,,,Nordsiden af Moskusoksefjordens Bund Fjældside.,Nordsiden af Moskusoksefjordens Bund Fjældside.; Greenland,Greenland,sp64723095694910632988.att.jpg
816176,1933,07/08/1933,Arctagrostis latifolia (current) ,"Seidenfaden, G.",,,,East Greenland. Kuhn Island: Cape Hamburg.,East Greenland. Kuhn Island: Cape Hamburg.; Greenland,Greenland,sp69087612387688233321.att.jpg
816177,1931,06/08/1931,Arctagrostis latifolia (current) ,"Bartlett, Robert",,,,"South shore Clavering Island, Greenland.","South shore Clavering Island, Greenland.; Greenland",Greenland,sp63665402080495940321.att.jpg
816179,1933,07/08/1933,Arctagrostis latifolia (current) ,"Seidenfaden, G.",,,,East Greenland. Kuhn Island: Cape Hamburg.,East Greenland. Kuhn Island: Cape Hamburg.; Greenland,Greenland,sp67238347478745071948.att.jpg
816186,1932,08/1932,Arctagrostis latifolia (current) ,"Køie, M.",,,,Lavlandet ved Kap Stosch.,Lavlandet ved Kap Stosch.; Greenland,Greenland,sp63454499183195633676.att.jpg
816188,1931,18/08/1931,Arctagrostis latifolia (current) ,"Gelting, Paul",,,,"Eskimonæs, Clavering Ø.","Eskimonæs, Clavering Ø.; Greenland",Greenland,sp61898514381872987476.att.jpg
816189,1932,07/07/1932,Arctagrostis latifolia (current) ,"Gelting, Paul",,,,"Revet, Payer Sand.","Revet, Payer Sand.; Greenland",Greenland,sp61248941312348954869.att.jpg
816190,1931,28/08/1931,Arctagrostis latifolia (current) ,"Gelting, Paul",,,,"Bopladsen Fladstrand"", Clavering Ø. 3 km Ø.f. Eskimonæs.""","Bopladsen Fladstrand"", Clavering Ø. 3 km Ø.f. Eskimonæs.""; Greenland",Greenland,sp65479258509919431857.att.jpg
816192,1932,06/08/1932,Arctagrostis latifolia (current) ,"Aandstad, Sigurd",,,,Eirik Raudes Land. Revet.,Eirik Raudes Land. Revet.; Greenland,Greenland,sp64116490601921273444.att.jpg
816194,1933,10/08/1933,Arctagrostis latifolia (current) ,"Sørensen, Thorv.",,,,East Greenland. Koldewey Isl: N. of Trækpas Granite (loc 19a).,East Greenland. Koldewey Isl: N. of Trækpas Granite (loc 19a).; Greenland,Greenland,sp68851232155451735638.att.jpg
816252,1931,1931,Calamagrostis langsdorffii (current) ,"Rasmussen, Knud",,,,Sydøst-Grønland. Tiningnertôq.,Sydøst-Grønland. Tiningnertôq.; Greenland,Greenland,sp63440472191062291411.att.jpg
816253,1925,27/08/1925,Calamagrostis langsdorffii (current) ,"Christensen, K.",,,,"S. Groenl. Orient. Lindenows Fjord, Narsúk.","S. Groenl. Orient. Lindenows Fjord, Narsúk.; Greenland",Greenland,sp63773542699832542985.att.jpg
816254,1925,28/08/1925,Calamagrostis langsdorffii (current) ,"Christensen, K.",,,,"S. Groenl. Orient. Lindenows Fjord, Narsúk.","S. Groenl. Orient. Lindenows Fjord, Narsúk.; Greenland",Greenland,sp67932561417484368558.att.jpg
816257,1891,1891,Calamagrostis langsdorffii (current) ,"Lundholm, Eleonora",,,,"Sydgrönland, Pamiagdluk.","Sydgrönland, Pamiagdluk.; Greenland",Greenland,sp64337585251478150477.att.jpg
816258,1891,1891,Calamagrostis langsdorffii (current) ,"Lundholm, Eleonora",,,,"Sydgrönland, Pamiagdluk.","Sydgrönland, Pamiagdluk.; Greenland",Greenland,sp63403218402000650343.att.jpg
816260,1889,01/09/1889,Calamagrostis langsdorffii (current) ,"Hartz, N.",,,,Groenl. austr.: Tasermiut.,Groenl. austr.: Tasermiut.; Greenland,Greenland,sp62438390727562377014.att.jpg
816261,1898,21/08/1898,Calamagrostis phragmitoides (current) ,"Meldorf, Gustav",,,,Julianehaab (Fuskvandssóens nordlige Bred).,Julianehaab (Fuskvandssóens nordlige Bred).; Greenland,Greenland,sp68118835573889978350.att.jpg
816262,1902,12/09/1902,Calamagrostis langsdorffii (current) ,"Meldorf, Gustav",,,,Isúa (Østpynten af Akia-Øen ved Julianehaab).,Isúa (Østpynten af Akia-Øen ved Julianehaab).; Greenland,Greenland,sp62422206583731605278.att.jpg
816263,1898,14/08/1898,Calamagrostis langsdorffii (current) ,"Meldorf, Gustav",,,,"Julianehaab (,, Peters Vardi* ).""","Julianehaab (,, Peters Vardi* ).""; Greenland",Greenland,sp61553861031456083181.att.jpg
816265,1925,05/08/1925,Calamagrostis langsdorffii (current) ,"Porsild, A.",,,,"Syd-Grønl. Qagssiarssuk, Igaliko-Fjord.","Syd-Grønl. Qagssiarssuk, Igaliko-Fjord.; Greenland",Greenland,sp64426551813824792049.att.jpg
816272,1925,31/07/1925,Calamagrostis langsdorffii (current) ,"Porsild, A.",,,,"Syd-Grønl. Amitsuarssûp Qingua, Agdluitsoq-Fjord.","Syd-Grønl. Amitsuarssûp Qingua, Agdluitsoq-Fjord.; Greenland",Greenland,sp6943968790509580436.att.jpg
816273,1925,31/07/1925,Calamagrostis langsdorffii (current) ,"Porsild, A.",,,,"Syd-Grønl. Amitsuarssûp Qingua, Agdluitsoq-Fjord.","Syd-Grønl. Amitsuarssûp Qingua, Agdluitsoq-Fjord.; Greenland",Greenland,sp62362070858287287580.att.jpg
816274,1925,10/08/1925,Calamagrostis langsdorffii (current) ,"Porsild, A.",,,,"Syd-Grønl. S. f. Kiagtût, Tunugdliarfik-Fjord.","Syd-Grønl. S. f. Kiagtût, Tunugdliarfik-Fjord.; Greenland",Greenland,sp62756792872051190683.att.jpg
816276,1937,07/07/1937,Calamagrostis langsdorffii (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Julianehaab.,Julianehaab Distrikt. Julianehaab.; Greenland,Greenland,sp68986356617004624310.att.jpg
816277,1937,15/08/1937,Calamagrostis langsdorffii (current) ,"Polunin, Nicholas",,,,JULIANEHAAB DISTRIKT. Qagssiarssuk in Tunugdliarfik Fjord.,JULIANEHAAB DISTRIKT. Qagssiarssuk in Tunugdliarfik Fjord.; Greenland,Greenland,sp67133978635139363096.att.jpg
816281,1937,01/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,Igaliko i Mo.,Igaliko i Mo.; Greenland,Greenland,sp68905214228859249410.att.jpg
816282,1937,12/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Julianehaab, v. Søen.","Julianehaab, v. Søen.; Greenland",Greenland,sp68666692132829826630.att.jpg
816283,1937,26/08/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,I Sneleje 320 m S-expon. St. Solfjeld v. Julianehaab.,I Sneleje 320 m S-expon. St. Solfjeld v. Julianehaab.; Greenland,Greenland,sp65890943147919731119.att.jpg
816285,1937,17/07/1937,Calamagrostis langsdorffii (current) ,"Grøntved, Johs.",,,,"Tunnuarmiut, ved Teltpladsen. Tunugdliarfik Fj.","Tunnuarmiut, ved Teltpladsen. Tunugdliarfik Fj.; Greenland",Greenland,sp68449633752459093642.att.jpg
816288,1891,05/08/1891,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. I sand ved Elv - pa Lav landet. Jameson Land.,Groenlandiam orientalem. I sand ved Elv - pa Lav landet. Jameson Land.; Greenland,Greenland,sp65814789338506673483.att.jpg
816290,1891,05/08/1891,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Fugtigt Kor langs Elv. Jameson Land.,Groenlandiam orientalem. Fugtigt Kor langs Elv. Jameson Land.; Greenland,Greenland,sp64075835813017588505.att.jpg
816291,1891,05/08/1891,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Fugtigt Kor langs Elv. Jameson Land.,Groenlandiam orientalem. Fugtigt Kor langs Elv. Jameson Land.; Greenland,Greenland,sp63361462751437614045.att.jpg
816293,1891,08/1891,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Danmarks Ø. Fugtigt Moskær.,Groenlandiam orientalem. Danmarks Ø. Fugtigt Moskær.; Greenland,Greenland,sp65146959332301417190.att.jpg
816305,1900,15/08/1900,Colpodium latifolium (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Nordartbugten* Scoresbysund i locis paludocis*.,Groenlandiam orientalem. Nordartbugten* Scoresbysund i locis paludocis*.; Greenland,Greenland,sp62411605822905972052.att.jpg
